질문,답변
손가락 염증의 원인과 치료법 문의드려요 감염내과외과피부과,안녕하세요. 메디이즈입니다.  손가락 염증의 원인은 다양합니다. 감염 외상 자가면역질환 피부질환 종양 등이 원인이 될 수 있습니다. 따라서 손가락 염증이 생겼다면 정확한 원인을 파악하기 위해 병원에 방문하여 진료를 받아보시는 것이 좋습니다. 감염내과 외과 피부과를 모두 방문하여 진료를 받아보실 수 있습니다.
이갈이 얼굴변화,안녕하세요. 메디이즈입니다.  안면비대칭이나 얼굴 변화가 심하게 생길 가능성은 낮습니다. 그러나 이갈이는 치아와 턱관절에 손상을 줄 수 있으므로 치료를 받는 것이 좋습니다.
머리가 띵한거질문,안녕하세요. 메디이즈입니다. 괜찮습니다. 뒷목과 등부분의 긴장과 심리적 흥분에 의해 촉발된 교감신경 압박 또는 과흥분으로 해석합니다. 어쩌면 만성적인 뒷목긴장이나 무리하지 않아도 지속되는 피로감 등이 있을 수 있습니다.
두통,안녕하세요. 메디이즈입니다. 편두통으로도 모두 가능한 증상입니다. 다른 약을 복용해 보시고 해결되지 않으면 신경과에서 편두통에 특화된 트립탄 계열의 약처방이 필요할 수 있습니다.
얼음을 만지면 팔꿈치가 시렵고 아파요,안녕하세요. 메디이즈입니다.무지대립근도 척골신경의 지배 근육이며 팔꿈치 내측 주변도 척골신경 지배 영역입니다. 척골신경의 압박 병소 또는 7번 경추 신경 주변의 신경압박 또는 그 주변의 교감신경 압박 등이 가능합니다.
발목 뼈 소리 후 통증,안녕하세요. 메디이즈입니다. 골절보다는 힘줄의 문제로 소리가 나는 경우가 많으며 인대가 파열되거나 하는 경우는 드뭅니다. 통증이 오랜 기간 지속되면 인대 손상의 가능성도 있습니다.
술마시고 팔저림 마비 근육떨림,안녕하세요. 메디이즈입니다.  일시적일 가능성이 많습니다.  일단 술이 다 깨신후 하루이틀정도 증상이 더 지속된다면 병원 방문하셔서 상담을 받아보시는게 좋을것 같습니다만..  증상 없어지신다면 술은 안드시는게 좋을것 같습니다.  감사합니다.
전립샘 마사지 걱정 불안,안녕하세요. 메디이즈입니다.  말씀만으로는 정확한 답변을 드리기 어려우나  1. 네  2. 그냥 가시면 됩니다  3. 아닙니다  답변이 되었는지 모르겠네요 더 궁금하신 것이 있으시면 질문주세요 성심성의껏 답변드리겠습니다  감사합니다.
현재 제가 처한 상황이 요도염에서 전립선염으로 넘어간 것이 맞나요?,안녕하세요. 메디이즈입니다.  말씀만으로는 정확한 답변을 드리기 어려우나  가능성은 있습니다 꾸준한 관리와 치료가 필요합니다 병원 지침대로 잘 관리받으시면 좋아질 것 같습니다  답변이 되었는지 모르겠네요 더 궁금하신 것이 있으시면 질문주세요 성심성의껏 답변드리겠습니다  감사합니다.
Hiv 관련 질문입니다,안녕하세요. 메디이즈입니다.  말씀만으로는 정확한 답변을 드리기 어려우나  핸플이나 마사지는 감염 경로가 아니니 걱정안하셔도 될 것 같습니다  답변이 되었는지 모르겠네요 더 궁금하신 것이 있으시면 질문주세요 성심성의껏 답변드리겠습니다  감사합니다.
대상포진의 초기증상이 전혀 나타나지 않았는데 대상포진으로 볼 수 있나요?,안녕하세요. 메디이즈입니다. 모낭염과 같은 피부질환은 단독의 병변이 부어오르는 모습을 보이므로 질문자님의 피부병변과는 거리가 있습니다. 또한 대상포진이 반드시 전신증상을 동반하는 것도 아닙니다. 물론 이러한 증상이 없었다는 점이 가능성을 딸어뜨리는 것은 맞습니다. 그럼에도 의심은 필요하며 말씀대로 가까운 피부과 의원에서도 진료가 가능합니다.
두통,안녕하세요. 메디이즈입니다. 편두통으로도 모두 가능한 증상입니다. 다른 약을 복용해 보시고 해결되지 않으면 신경과에서 편두통에 특화된 트립탄 계열의 약처방이 필요할 수 있습니다.
위내시경 ,안녕하세요. 메디이즈입니다. 나이가 젊으시고 1년전 검사하셨고 증상이 3주 정도 되셨으니 일단 약물 치료를 먼저 받아보시고 경과를 지켜보셔도 될것 같습니다
초,안녕하세요. 메디이즈입니다. 덩이의 경계가 비교적 뚜렷해보이고 모양새가 균일하여 양성종양을 추정해볼 수 있겠지만 진료를 통해 확인해보셔야 할 것입니다. 가까운 정형외과를 방문하여 진료를 받아보시고 필요한 검사가 있을 수 있으니 보호자와 함께 방문하시는 것을 권해드립니다.
엉덩이 뾰루지,안녕하세요. 메디이즈입니다. 둔부에 군집을 이룬 수포성 병변이 관찰되는 상태로 보이며 통증을 동반한 상황입니다. 이는 대상포진을 의심해보아야 하는 상황이라 보이므로 가까운 피부과나 신경과를 방문해 진료받아보시는 것이 좋겠습니다. 대상포진인 경우 항바이러스제 치료가 필요하겠습니다.
선생님 입원 치료라면 어느과로 가야하나요?,안녕하세요. 메디이즈입니다. 전신 두드러기가 심한 상황이라 추정됩니다. 일차적으로는 피부과가 가장 적합한 진료과이고 타 진료과의 추가진료가 필요할 시 진료본 의사가 진료의뢰서를 작성해줄 것이라 예상됩니다. 우선 피부과를 방문해보시기 바랍니다.
인데놀 ,안녕하세요. 메디이즈입니다. 인놀 propranolol과 이부프로펜은 특별한 상호작용이 보고되지 않은 약이므로 함께 복용하셔도 괜찮습니다. 다만 약 복용 후에도 증상 조절이 되지 않으면 추후 진료를 받아보시기 바랍니다.
겨드랑이 옆 양쪽팔뚝에 이유를 알 수 없는 빨간선이 생겼습니다,안녕하세요. 메디이즈입니다. 피부병변부위에 스테로이드 연고를 바르면서 경과를 지켜보셔도 괜찮을 것으로 생각됩니다.그러면 없어질것 같습니다
퇴행성 관절염 질문드립니다.,안녕하세요. 메디이즈입니다. 퇴행성 관절염 골관절염이 의심스러운 상황이라 고민스러우시군요. 해당 질환을 진단할 때 반드시 일어서서 엑스레이를 촬영해야 하는 것은 아닙니다. 구체적으로 어떤 방식의 촬영이 있었는지는 알 수 없으나 일반적으로 무릎 관절을 촬영하는 방식을 사용했을 것이므로 질문자님께서 찍은 촬영 사진에서도 퇴행성 관절염의 소견인 좁아진 관절 공간 뼈돌기 osteophyte의 형성 등이 관찰될 수 있을 것이고 이를 통해 질환을 추정할 수 있습니다. 물론 초기 퇴행성 관절염인 경우에 엑스레이가 정상처럼 보이는 경우도 있습니다. 따라서 질문자님께서 검사받으실 때 정상적인 소견을 보였으나 의심스러운 증상이 지속되면 재방문을 권해드릴 수 있습니다. 다만 질문자님께서 호소하시는 증상인 무릎 관절 움직임 시 소리가 들리는 문제는 퇴행성관절염을 의심할만한 증상이라 보긴 어렵습니다. 주된 증상이 통증이고 무릎 관절을 제대로 굽히지 못하게 된다거나 부어오르는 증상 등이 동반될 수 있습니다. 따라서 이러한 증상이 없다면 너무 신경쓰지 마시고 근력운동을 저강도부터 천천히 시도해보시기 바랍니다.
페인트 성분이 묻은 손으로 직접 음식을 먹으면 몸에 많이 나쁠까요?,안녕하세요. 메디이즈입니다. 페인트를 일부 섭취하신 것 같아서 걱정스러우시군요. 상당한 양의 페인트를 섭취한다면 당연히 문제가 발생하겠지만 질문자님의 상황은 손에 묻어있는 정도의 적은 양을 섭취한 상황이므로 그리 문제가 되지 않을 것입니다. 그럼에도 이물질을 섭취했을 때 복통 구토 설사 혈변 발열 등의 증상이 나타나는 경우에는 반드시 진료가 필요하니 23일 경과를 살피시고 문제가 있다고 생각되시면 꼭 병원을 방문하시기 바랍니다.
수분섭취를 많이 했을때 눈에 안좋은경우가 있나요,안녕하세요. 메디이즈입니다. 수분 섭취를 한다고 눈에 문제가 발생하지는 않습니다. 개별적인 특수한 상황이 있을 수 있지만 일반적으로는 문제가 없습니다.
피부 두드러기 간지러움 증상 봐주세요,안녕하세요. 메디이즈입니다. 원인은 정확하게 알기는 어렵습니다. 혈관염의 형태로 나타나는 알러지 반응이 아닌가 의심스럽습니다. 항히스타민 스테로이드로 치료가 필요해보입니다
뼈이식 임플란트 질문,안녕하세요. 메디이즈입니다. 뼈이식이 일반 임플란트와 비교하여 통증이 심한 것은 아닙니다. 하지만 이식뼈가 자리 잡을 때까지 시간이 걸리므로 일반 임플란트에 비해 시간이 더 많이 소요될 뿐입니다.
수술 공포증 원인을 알면 해소할수있을까요?,안녕하세요  요약 정신의학과에서 불안장애에 대한 조언을 얻으세요  불안장애는 다양한 형태의 비정상적 병적인 불안과 공포로 인하여 일상 생활에 장애를 일으키는 질환입니다.  불안장애에 해당하는 질환으로는  공황 장애광장공포증을 동반하거나 하지 않는 특정 공포증고소 공포증 혈액 공포증 뱀 공포증 등 사회 공포증 강박 장애 외상 후 스트레스 장애 범불안장애 급성 스트레스 장애 등이 있습니다.  건승하세요
입술이 안 다물어져도 괜찮은가요?,안녕하세요. 메디이즈입니다.  비발치로 교정 중인데 비발치의 한계 때문인지 제 골격 때문인지 마무리 단계임에도 입술이 많이 다물어지지 않습니다. 입을 꼭 다물면 주변 근육이 긴장해있고 호두턱이 돼요. 발치교정으로 바꾸지 않고 그냥 이대로 마무리 하려고 하는데 앞으로 이 상태로 살아도 괜찮을까요..? 항상 입이 열려있어 둔해 보이는 심미적인 문제 외에 기능적으로 구강 건강에 문제가 생길 수 있는지 궁금합니다   설명해주신 내용 만으로는 정확한 판단이 어렵습니다.  맨뒤쪽 사랑니를 빼고 전체 치아를 뒤쪽으로 넣는 방법도 있습니다
입벌릴 때 과두가 한쪽만 더 튀어나오는 것도 턱관절 장애의 증상인가요?,안녕하세요. 메디이즈입니다. 턱관절 장애라고 하기는 어렵지만 부정 교합 등이 있을 수 있어 구강내과나 교정과 진료를 보시는 것이 도움이 될 것으로 판단됩니다.
손목 손가락 목이 자꾸 아픕니다.,안녕하세요. 메디이즈입니다. 자세하게 진찰이 필요할 것 같습니다. 증상으로만 보면 크게 우려할 만한 일은 아닌것 같습니다. 빨리 회복하시길 바랍니다
철봉 매달리기를 할 때 몸을 완전히 이완시키나요?,안녕하세요. 메디이즈입니다. 목적에 따라 다를 수 있는데 아무래도 등 근육에 적당하게 힘을 주고 매달리는 것이 좀더 도움이 될것 같다고 생각됩니다.
피부가 너무나도 갑작스럽게 이상해져서 질문을 드립니다,안녕하세요. 메디이즈입니다. 체리혈관종의 정확한 원인은 밝혀진 바 없습니다. 하지만 자외선에 노출 임신 등의 이유로 모세혈관이 정상적이지 않게 확장되면 발생할 가능성이 높고 30대 이후 주로 생기는 것으로 볼때 노화현상과 관련이 있을 것으로 생각됩니다. 체리혈관종은 유전 경향이 있는데 부모님이 체리혈관종이 많다면 자녀들도 많을 가능성이 높은 것이지요.
원판형 반월상 연골 만,안녕하세요. 메디이즈입니다. 웨이트를 적당하게 해서 관절 주변의 근육들을 조화롭게 강화시키면 아마도 문제없이 파열없이 유지할 수 있습니다.
